id;bank;value;due_date;status;server;duration;size;description;region;error_code;queue
CA-2016-121755;Banco do Brasil;4045;25-08-18;OK;fnt002-sp01;3;287;Bookcases;SP;0;1
US-2015-150630;Bradesco;2688;26-08-18;OK;fnt002-sp01;7;153;Chairs;SP;0;4
US-2015-150630;Banco do Brasil;5504;27-08-18;OK;fnt002-sp01;9;205;Labels;SP;0;4
US-2015-150630;Santander;1970;28-08-18;OK;fnt002-sp01;6;39;Tables;SP;0;3
US-2015-150630;Bradesco;3012;29-08-18;OK;fnt002-sp01;8;54;Storage;SP;0;0
US-2015-150630;Bradesco;3373;30-08-18;OK;fnt002-sp01;14;307;Furnishings;SP;0;4
US-2015-150630;Bradesco;4548;31-08-18;OK;fnt002-sp01;8;295;Tables;SP;0;2
US-2015-150630;Bradesco;2084;01-09-18;OK;fnt002-sp01;3;49;Binders;SP;0;4
CA-2017-107727;Banco do Brasil;5666;02-09-18;OK;fnt002-sp01;1;61;Accessories;SP;0;3
CA-2016-117590;Banco do Brasil;3049;03-09-18;OK;fnt002-sp01;5;144;Bookcases;SP;0;2
CA-2016-117590;Bradesco;4303;04-09-18;OK;fnt002-sp01;13;123;Binders;SP;0;2
CA-2015-117415;Banco do Brasil;527;05-09-18;OK;fnt002-sp01;15;188;Tables;SP;0;1
CA-2015-117415;Santander;4576;06-09-18;OK;fnt002-sp01;4;161;Binders;SP;0;1
CA-2015-117415;Banco do Brasil;910;07-09-18;OK;fnt002-sp01;19;60;Accessories;SP;0;2
CA-2015-117415;Bradesco;2913;08-09-18;OK;fnt002-sp02;20;46;Bookcases;SP;0;0
CA-2017-120999;Banco do Brasil;2659;09-09-18;OK;fnt002-sp03;20;144;Binders;SP;0;3
CA-2016-101343;Santander;1794;10-09-18;OK;fnt002-sp04;1;94;Bookcases;SP;0;2
CA-2016-117590;Bradesco;709;11-09-18;OK;fnt002-sp05;18;217;Chairs;RJ;0;1
CA-2015-117415;Bradesco;1784;12-09-18;OK;fnt002-sp06;10;295;Labels;RJ;0;4
CA-2015-117415;Bradesco;3605;13-09-18;OK;fnt002-sp06;20;18;Tables;RJ;0;4
CA-2015-117415;Bradesco;1985;14-09-18;OK;fnt002-sp01;16;171;Storage;RJ;0;0
CA-2015-117415;Banco do Brasil;692;15-09-18;OK;fnt002-sp01;5;291;Furnishings;RJ;0;1
CA-2016-152156;Banco do Brasil;1369;16-09-18;OK;fnt002-sp01;15;112;Tables;RJ;0;4
CA-2016-152156;Bradesco;4344;17-09-18;OK;fnt002-sp01;5;79;Binders;RJ;0;0
CA-2016-138688;Banco do Brasil;1435;18-09-18;OK;fnt002-sp01;3;168;Accessories;MG;0;1
US-2015-108966;Santander;3579;19-09-18;OK;fnt002-sp01;1;46;Bookcases;SP;0;0
US-2015-108966;Banco do Brasil;504;20-09-18;OK;fnt002-sp01;13;176;Binders;SP;0;0
CA-2014-115812;Bradesco;4498;21-09-18;OK;fnt002-sp01;17;32;Tables;SP;0;2
CA-2014-115812;Banco do Brasil;5222;22-09-18;OK;fnt002-sp01;12;171;Binders;SP;0;1
CA-2016-121755;Santander;2528;23-09-18;OK;fnt002-sp01;12;318;Accessories;SP;0;4
US-2015-150630;Bradesco;221;24-09-18;OK;fnt002-sp01;16;249;Bookcases;SP;0;2
US-2015-150630;Bradesco;2284;25-09-18;OK;fnt002-sp01;1;249;Binders;SP;0;2
US-2015-150630;Bradesco;4893;26-09-18;OK;fnt002-sp01;3;118;Bookcases;SP;0;0
US-2015-150630;Bradesco;534;27-09-18;OK;fnt002-sp01;12;126;Chairs;SP;0;0
US-2015-150630;Banco do Brasil;4404;28-09-18;OK;fnt002-sp01;12;41;Labels;SP;0;1
US-2015-150630;Banco do Brasil;1782;29-09-18;OK;fnt002-sp02;4;302;Tables;SP;0;4
US-2015-150630;Bradesco;948;30-09-18;OK;fnt002-sp03;10;272;Storage;SP;0;0
CA-2017-107727;Banco do Brasil;1262;24-11-18;OK;fnt002-sp04;4;310;Furnishings;SP;0;3
CA-2016-117590;Santander;1398;25-11-18;OK;fnt002-sp05;5;209;Tables;SP;0;0
CA-2016-117590;Banco do Brasil;1634;26-11-18;OK;fnt002-sp06;20;120;Binders;SP;0;4
CA-2015-117415;Bradesco;2652;27-11-18;OK;fnt002-sp06;12;137;Accessories;SP;0;2
CA-2015-117415;Banco do Brasil;2368;28-11-18;OK;fnt002-sp01;20;50;Bookcases;SP;0;4
CA-2015-117415;Santander;5591;29-11-18;OK;fnt002-sp01;18;158;Binders;SP;0;1
CA-2015-117415;Bradesco;5578;30-11-18;OK;fnt002-sp01;4;183;Tables;SP;0;0
CA-2017-120999;Bradesco;486;01-12-18;OK;fnt002-sp01;6;35;Binders;SP;0;1
CA-2016-101343;Bradesco;3916;02-12-18;OK;fnt002-sp01;12;316;Accessories;SP;0;2
CA-2016-117590;Bradesco;2372;03-12-18;OK;fnt002-sp01;2;237;Bookcases;RJ;0;1
CA-2015-117415;Banco do Brasil;1667;04-12-18;OK;fnt002-sp01;7;93;Binders;RJ;0;2
CA-2015-117415;Banco do Brasil;2566;05-12-18;OK;fnt002-sp01;6;135;Bookcases;RJ;0;1
CA-2015-117415;Bradesco;2887;06-12-18;OK;fnt002-sp01;6;308;Chairs;RJ;0;2
CA-2015-117415;Banco do Brasil;813;07-12-18;OK;fnt002-sp01;3;101;Labels;RJ;0;0
CA-2016-152156;Santander;1777;08-12-18;OK;fnt002-sp01;2;196;Tables;RJ;0;4
CA-2016-152156;Banco do Brasil;3325;09-12-18;OK;fnt002-sp01;5;102;Storage;RJ;0;2
CA-2016-138688;Bradesco;1419;10-12-18;OK;fnt002-sp01;20;96;Furnishings;MG;0;1
US-2015-108966;Banco do Brasil;381;11-12-18;OK;fnt002-sp01;15;107;Tables;SP;0;1
US-2015-108966;Santander;1298;12-12-18;OK;fnt002-sp01;17;58;Binders;SP;0;1
CA-2014-115812;Bradesco;895;13-12-18;OK;fnt002-sp01;1;131;Accessories;SP;0;4
CA-2014-115812;Bradesco;2535;14-12-18;OK;fnt002-sp01;18;125;Bookcases;SP;0;4
CA-2016-121755;Bradesco;3907;15-12-18;OK;fnt002-sp01;13;120;Binders;SP;0;0
US-2015-150630;Bradesco;4750;16-12-18;OK;fnt002-sp01;2;270;Tables;SP;0;3
US-2015-150630;Banco do Brasil;4947;17-12-18;OK;fnt002-sp02;10;75;Binders;SP;0;3
US-2015-150630;Banco do Brasil;5020;18-12-18;OK;fnt002-sp03;19;165;Accessories;SP;0;2
US-2015-150630;Bradesco;2512;19-12-18;OK;fnt002-sp04;16;27;Bookcases;SP;0;0
US-2015-150630;Banco do Brasil;2258;20-12-18;OK;fnt002-sp05;17;73;Binders;SP;0;4
US-2015-150630;Santander;2708;21-12-18;OK;fnt002-sp06;13;75;Bookcases;SP;0;2
US-2015-150630;Banco do Brasil;5228;22-12-18;OK;fnt002-sp06;18;52;Chairs;SP;0;2
CA-2017-107727;Bradesco;3541;23-12-18;OK;fnt002-sp01;4;122;Labels;SP;0;0
CA-2016-117590;Banco do Brasil;2974;24-12-18;OK;fnt002-sp01;11;30;Tables;SP;0;0
CA-2016-117590;Santander;2183;25-12-18;OK;fnt002-sp01;11;169;Storage;SP;0;3
CA-2015-117415;Bradesco;4721;26-12-18;OK;fnt002-sp01;19;25;Furnishings;SP;0;3
CA-2015-117415;Bradesco;5439;27-12-18;OK;fnt002-sp01;5;80;Tables;SP;0;1
CA-2015-117415;Bradesco;2068;28-12-18;OK;fnt002-sp01;19;185;Binders;SP;0;3
CA-2015-117415;Bradesco;5098;29-12-18;OK;fnt002-sp01;15;78;Accessories;SP;0;4
CA-2017-120999;Banco do Brasil;2549;30-12-18;OK;fnt002-sp01;20;174;Bookcases;SP;0;4
CA-2016-101343;Bradesco;3516;31-12-18;OK;fnt002-sp01;4;212;Binders;SP;0;2
CA-2016-117590;Bradesco;5192;01-01-19;OK;fnt002-sp01;7;56;Tables;RJ;0;2
CA-2015-117415;Bradesco;646;02-01-19;OK;fnt002-sp01;10;150;Binders;RJ;0;0
CA-2015-117415;Bradesco;5589;03-01-19;OK;fnt002-sp01;5;284;Accessories;RJ;0;1
CA-2015-117415;Bradesco;5184;04-01-19;OK;fnt002-sp01;5;59;Bookcases;RJ;0;3
CA-2015-117415;Bradesco;194;05-01-19;OK;fnt002-sp01;12;177;Binders;RJ;0;2
CA-2015-117415;Bradesco;5114;06-01-19;OK;fnt002-sp01;13;206;Bookcases;RJ;0;4
CA-2015-117415;Bradesco;1567;07-01-19;OK;fnt002-sp02;3;236;Chairs;RJ;0;2
CA-2015-117415;Bradesco;448;08-01-19;OK;fnt002-sp03;15;202;Labels;MG;0;4
CA-2015-117415;Bradesco;3307;09-01-19;OK;fnt002-sp04;6;206;Tables;SP;0;2
CA-2015-117416;Bradesco;3610;10-01-19;OK;fnt002-sp05;17;120;Storage;SP;0;1
CA-2015-117417;Bradesco;3446;11-01-19;OK;fnt002-sp06;10;91;Furnishings;SP;0;0
CA-2015-117418;Banco do Brasil;5114;12-01-19;OK;fnt002-sp06;13;290;Tables;SP;0;1
CA-2015-117419;Bradesco;4646;13-01-19;OK;fnt002-sp01;16;268;Binders;SP;0;2
CA-2015-117420;Bradesco;3884;14-01-19;OK;fnt002-sp01;14;152;Accessories;SP;0;2
CA-2015-117421;Bradesco;1141;15-01-19;OK;fnt002-sp01;3;77;Bookcases;SP;0;4
CA-2015-117422;Bradesco;5575;16-01-19;OK;fnt002-sp01;7;194;Binders;SP;0;1
CA-2015-117423;Bradesco;3241;17-01-19;OK;fnt002-sp01;18;223;Tables;SP;0;4
CA-2015-117424;Bradesco;4419;18-01-19;OK;fnt002-sp01;16;73;Binders;SP;0;1
CA-2015-117425;Bradesco;2497;19-01-19;OK;fnt002-sp01;14;317;Accessories;SP;0;0
CA-2015-117426;Bradesco;1462;20-01-19;OK;fnt002-sp01;9;145;Bookcases;SP;0;4
CA-2015-117427;Bradesco;4999;21-01-19;OK;fnt002-sp01;4;228;Binders;SP;0;3
CA-2015-117428;Bradesco;3875;22-01-19;OK;fnt002-sp01;10;81;Bookcases;SP;0;1
CA-2015-117429;Bradesco;2948;23-01-19;OK;fnt002-sp01;13;276;Chairs;SP;0;1

